SRC_middle Query: Large,Depth,# Hops,BBoxes,Data Size
"[9, 3, 13, 7]",2,2,"[8, 0, 16, 8]",64
"[1, 8, 5, 12]",2,2,"[0, 4, 8, 12]",64
"[6, 4, 10, 8]",4,4,"[6, 4, 10, 8]",16
"[2, 8, 6, 12]",4,4,"[2, 8, 6, 12]",16
"[2, 1, 6, 5]",3,3,"[2, 0, 6, 8]",32
"[10, 10, 14, 14]",4,4,"[10, 10, 14, 14]",16
"[2, 9, 6, 13]",3,3,"[2, 8, 6, 16]",32
"[1, 8, 5, 12]",2,2,"[0, 4, 8, 12]",64
"[10, 12, 14, 16]",4,4,"[10, 12, 14, 16]",16
"[8, 9, 12, 13]",3,3,"[8, 8, 12, 16]",32
"[6, 12, 10, 16]",4,4,"[6, 12, 10, 16]",16
"[6, 4, 10, 8]",4,4,"[6, 4, 10, 8]",16
"[4, 4, 8, 8]",4,4,"[4, 4, 8, 8]",16
"[0, 6, 4, 10]",4,4,"[0, 6, 4, 10]",16
"[12, 11, 16, 15]",3,3,"[12, 8, 16, 16]",32
"[4, 4, 8, 8]",4,4,"[4, 4, 8, 8]",16
"[8, 8, 12, 12]",4,4,"[8, 8, 12, 12]",16
"[8, 5, 12, 9]",3,3,"[8, 4, 12, 12]",32
"[5, 3, 9, 7]",2,2,"[4, 0, 12, 8]",64
"[11, 12, 15, 16]",2,2,"[8, 8, 16, 16]",64
"[6, 12, 10, 16]",4,4,"[6, 12, 10, 16]",16
"[2, 0, 6, 4]",4,4,"[2, 0, 6, 4]",16
"[12, 8, 16, 12]",4,4,"[12, 8, 16, 12]",16
"[2, 12, 6, 16]",4,4,"[2, 12, 6, 16]",16
"[10, 11, 14, 15]",3,3,"[10, 8, 14, 16]",32
"[12, 9, 16, 13]",3,3,"[12, 8, 16, 16]",32
"[6, 5, 10, 9]",3,3,"[6, 4, 10, 12]",32
"[7, 0, 11, 4]",2,2,"[4, 0, 12, 8]",64
"[8, 6, 12, 10]",4,4,"[8, 6, 12, 10]",16
"[10, 9, 14, 13]",3,3,"[10, 8, 14, 16]",32
"[12, 12, 16, 16]",4,4,"[12, 12, 16, 16]",16
"[12, 3, 16, 7]",3,3,"[12, 0, 16, 8]",32
"[0, 5, 4, 9]",3,3,"[0, 4, 4, 12]",32
"[8, 2, 12, 6]",4,4,"[8, 2, 12, 6]",16
"[10, 3, 14, 7]",3,3,"[10, 0, 14, 8]",32
"[10, 5, 14, 9]",3,3,"[10, 4, 14, 12]",32
"[10, 11, 14, 15]",3,3,"[10, 8, 14, 16]",32
"[7, 0, 11, 4]",2,2,"[4, 0, 12, 8]",64
"[11, 11, 15, 15]",2,2,"[8, 8, 16, 16]",64
"[3, 9, 7, 13]",2,2,"[0, 8, 8, 16]",64
"[3, 4, 7, 8]",2,2,"[0, 4, 8, 12]",64
"[2, 12, 6, 16]",4,4,"[2, 12, 6, 16]",16
"[6, 1, 10, 5]",3,3,"[6, 0, 10, 8]",32
"[9, 7, 13, 11]",2,2,"[8, 4, 16, 12]",64
"[3, 11, 7, 15]",2,2,"[0, 8, 8, 16]",64
"[11, 7, 15, 11]",2,2,"[8, 4, 16, 12]",64
"[8, 12, 12, 16]",4,4,"[8, 12, 12, 16]",16
"[12, 11, 16, 15]",3,3,"[12, 8, 16, 16]",32
"[1, 3, 5, 7]",2,2,"[0, 0, 8, 8]",64
"[2, 7, 6, 11]",3,3,"[2, 4, 6, 12]",32
"[1, 6, 5, 10]",2,2,"[0, 4, 8, 12]",64
"[10, 6, 14, 10]",4,4,"[10, 6, 14, 10]",16
"[4, 4, 8, 8]",4,4,"[4, 4, 8, 8]",16
"[6, 12, 10, 16]",4,4,"[6, 12, 10, 16]",16
"[12, 5, 16, 9]",3,3,"[12, 4, 16, 12]",32
"[9, 5, 13, 9]",2,2,"[8, 4, 16, 12]",64
"[1, 4, 5, 8]",2,2,"[0, 4, 8, 12]",64
"[0, 7, 4, 11]",3,3,"[0, 4, 4, 12]",32
"[0, 12, 4, 16]",4,4,"[0, 12, 4, 16]",16
"[4, 3, 8, 7]",3,3,"[4, 0, 8, 8]",32
"[12, 6, 16, 10]",4,4,"[12, 6, 16, 10]",16
"[6, 6, 10, 10]",4,4,"[6, 6, 10, 10]",16
"[12, 10, 16, 14]",4,4,"[12, 10, 16, 14]",16
"[10, 10, 14, 14]",4,4,"[10, 10, 14, 14]",16
"[6, 11, 10, 15]",3,3,"[6, 8, 10, 16]",32
"[0, 9, 4, 13]",3,3,"[0, 8, 4, 16]",32
"[7, 5, 11, 9]",2,2,"[4, 4, 12, 12]",64
"[9, 2, 13, 6]",2,2,"[8, 0, 16, 8]",64
"[9, 11, 13, 15]",2,2,"[8, 8, 16, 16]",64
"[4, 5, 8, 9]",3,3,"[4, 4, 8, 12]",32
"[0, 6, 4, 10]",4,4,"[0, 6, 4, 10]",16
"[7, 8, 11, 12]",2,2,"[4, 4, 12, 12]",64
"[2, 0, 6, 4]",4,4,"[2, 0, 6, 4]",16
"[1, 9, 5, 13]",2,2,"[0, 8, 8, 16]",64
"[5, 5, 9, 9]",2,2,"[4, 4, 12, 12]",64
"[0, 1, 4, 5]",3,3,"[0, 0, 4, 8]",32
"[3, 11, 7, 15]",2,2,"[0, 8, 8, 16]",64
"[1, 10, 5, 14]",2,2,"[0, 8, 8, 16]",64
"[8, 7, 12, 11]",3,3,"[8, 4, 12, 12]",32
"[0, 5, 4, 9]",3,3,"[0, 4, 4, 12]",32
"[0, 5, 4, 9]",3,3,"[0, 4, 4, 12]",32
"[6, 2, 10, 6]",4,4,"[6, 2, 10, 6]",16
"[12, 10, 16, 14]",4,4,"[12, 10, 16, 14]",16
"[4, 6, 8, 10]",4,4,"[4, 6, 8, 10]",16
"[10, 2, 14, 6]",4,4,"[10, 2, 14, 6]",16
"[9, 2, 13, 6]",2,2,"[8, 0, 16, 8]",64
"[6, 4, 10, 8]",4,4,"[6, 4, 10, 8]",16
"[8, 0, 12, 4]",4,4,"[8, 0, 12, 4]",16
"[2, 2, 6, 6]",4,4,"[2, 2, 6, 6]",16
"[2, 7, 6, 11]",3,3,"[2, 4, 6, 12]",32
"[11, 10, 15, 14]",2,2,"[8, 8, 16, 16]",64
"[11, 12, 15, 16]",2,2,"[8, 8, 16, 16]",64
"[11, 0, 15, 4]",2,2,"[8, 0, 16, 8]",64
"[11, 8, 15, 12]",2,2,"[8, 4, 16, 12]",64
"[0, 8, 4, 12]",4,4,"[0, 8, 4, 12]",16
"[11, 11, 15, 15]",2,2,"[8, 8, 16, 16]",64
"[11, 10, 15, 14]",2,2,"[8, 8, 16, 16]",64
"[6, 2, 10, 6]",4,4,"[6, 2, 10, 6]",16
"[5, 12, 9, 16]",2,2,"[4, 8, 12, 16]",64
"[9, 1, 13, 5]",2,2,"[8, 0, 16, 8]",64
"[1, 8, 5, 12]",2,2,"[0, 4, 8, 12]",64
"[2, 4, 6, 8]",4,4,"[2, 4, 6, 8]",16
"[3, 12, 7, 16]",2,2,"[0, 8, 8, 16]",64
"[4, 5, 8, 9]",3,3,"[4, 4, 8, 12]",32
"[11, 11, 15, 15]",2,2,"[8, 8, 16, 16]",64
"[4, 12, 8, 16]",4,4,"[4, 12, 8, 16]",16
"[4, 8, 8, 12]",4,4,"[4, 8, 8, 12]",16
"[7, 2, 11, 6]",2,2,"[4, 0, 12, 8]",64
"[12, 7, 16, 11]",3,3,"[12, 4, 16, 12]",32
"[8, 2, 12, 6]",4,4,"[8, 2, 12, 6]",16
"[0, 10, 4, 14]",4,4,"[0, 10, 4, 14]",16
"[9, 2, 13, 6]",2,2,"[8, 0, 16, 8]",64
"[10, 8, 14, 12]",4,4,"[10, 8, 14, 12]",16
"[0, 12, 4, 16]",4,4,"[0, 12, 4, 16]",16
"[5, 1, 9, 5]",2,2,"[4, 0, 12, 8]",64
"[3, 10, 7, 14]",2,2,"[0, 8, 8, 16]",64
"[12, 7, 16, 11]",3,3,"[12, 4, 16, 12]",32
"[9, 3, 13, 7]",2,2,"[8, 0, 16, 8]",64
"[12, 7, 16, 11]",3,3,"[12, 4, 16, 12]",32
"[8, 2, 12, 6]",4,4,"[8, 2, 12, 6]",16
"[11, 5, 15, 9]",2,2,"[8, 4, 16, 12]",64
"[10, 2, 14, 6]",4,4,"[10, 2, 14, 6]",16
"[7, 12, 11, 16]",2,2,"[4, 8, 12, 16]",64
"[8, 0, 12, 4]",4,4,"[8, 0, 12, 4]",16
"[8, 1, 12, 5]",3,3,"[8, 0, 12, 8]",32
"[8, 5, 12, 9]",3,3,"[8, 4, 12, 12]",32
"[0, 12, 4, 16]",4,4,"[0, 12, 4, 16]",16
"[1, 1, 5, 5]",2,2,"[0, 0, 8, 8]",64
"[6, 9, 10, 13]",3,3,"[6, 8, 10, 16]",32
"[5, 9, 9, 13]",2,2,"[4, 8, 12, 16]",64
"[7, 5, 11, 9]",2,2,"[4, 4, 12, 12]",64
"[6, 8, 10, 12]",4,4,"[6, 8, 10, 12]",16
"[5, 10, 9, 14]",2,2,"[4, 8, 12, 16]",64
"[1, 2, 5, 6]",2,2,"[0, 0, 8, 8]",64
"[5, 0, 9, 4]",2,2,"[4, 0, 12, 8]",64
"[2, 11, 6, 15]",3,3,"[2, 8, 6, 16]",32
"[2, 0, 6, 4]",4,4,"[2, 0, 6, 4]",16
"[5, 9, 9, 13]",2,2,"[4, 8, 12, 16]",64
"[3, 0, 7, 4]",2,2,"[0, 0, 8, 8]",64
"[6, 10, 10, 14]",4,4,"[6, 10, 10, 14]",16
"[0, 11, 4, 15]",3,3,"[0, 8, 4, 16]",32
"[4, 12, 8, 16]",4,4,"[4, 12, 8, 16]",16
"[6, 0, 10, 4]",4,4,"[6, 0, 10, 4]",16
"[9, 12, 13, 16]",2,2,"[8, 8, 16, 16]",64
"[12, 11, 16, 15]",3,3,"[12, 8, 16, 16]",32
"[2, 5, 6, 9]",3,3,"[2, 4, 6, 12]",32
"[1, 6, 5, 10]",2,2,"[0, 4, 8, 12]",64
"[0, 7, 4, 11]",3,3,"[0, 4, 4, 12]",32
"[5, 9, 9, 13]",2,2,"[4, 8, 12, 16]",64
"[9, 12, 13, 16]",2,2,"[8, 8, 16, 16]",64
"[4, 10, 8, 14]",4,4,"[4, 10, 8, 14]",16
"[4, 9, 8, 13]",3,3,"[4, 8, 8, 16]",32
"[12, 7, 16, 11]",3,3,"[12, 4, 16, 12]",32
"[6, 2, 10, 6]",4,4,"[6, 2, 10, 6]",16
"[0, 7, 4, 11]",3,3,"[0, 4, 4, 12]",32
"[12, 4, 16, 8]",4,4,"[12, 4, 16, 8]",16
"[3, 6, 7, 10]",2,2,"[0, 4, 8, 12]",64
"[1, 5, 5, 9]",2,2,"[0, 4, 8, 12]",64
"[1, 1, 5, 5]",2,2,"[0, 0, 8, 8]",64
"[0, 5, 4, 9]",3,3,"[0, 4, 4, 12]",32
"[0, 2, 4, 6]",4,4,"[0, 2, 4, 6]",16
"[6, 9, 10, 13]",3,3,"[6, 8, 10, 16]",32
"[11, 10, 15, 14]",2,2,"[8, 8, 16, 16]",64
"[0, 5, 4, 9]",3,3,"[0, 4, 4, 12]",32
"[7, 12, 11, 16]",2,2,"[4, 8, 12, 16]",64
"[8, 11, 12, 15]",3,3,"[8, 8, 12, 16]",32
"[11, 7, 15, 11]",2,2,"[8, 4, 16, 12]",64
"[7, 1, 11, 5]",2,2,"[4, 0, 12, 8]",64
"[0, 8, 4, 12]",4,4,"[0, 8, 4, 12]",16
"[6, 12, 10, 16]",4,4,"[6, 12, 10, 16]",16
"[12, 4, 16, 8]",4,4,"[12, 4, 16, 8]",16
"[0, 10, 4, 14]",4,4,"[0, 10, 4, 14]",16
"[8, 1, 12, 5]",3,3,"[8, 0, 12, 8]",32
"[1, 5, 5, 9]",2,2,"[0, 4, 8, 12]",64
"[5, 1, 9, 5]",2,2,"[4, 0, 12, 8]",64
"[7, 0, 11, 4]",2,2,"[4, 0, 12, 8]",64
"[2, 8, 6, 12]",4,4,"[2, 8, 6, 12]",16
"[10, 12, 14, 16]",4,4,"[10, 12, 14, 16]",16
"[4, 0, 8, 4]",4,4,"[4, 0, 8, 4]",16
"[0, 6, 4, 10]",4,4,"[0, 6, 4, 10]",16
"[5, 2, 9, 6]",2,2,"[4, 0, 12, 8]",64
