SRC_leftright Query: Small,Depth,# Hops,BBoxes,Data Size
"[337781, 172162, 384396, 218777]",1,1,"[69337, 9783, 474275, 219328]",309
"[183048, 325005, 229663, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[421960, 327076, 468575, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[251118, 20630, 297733, 67245]",1,1,"[69337, 9783, 474275, 219328]",309
"[287012, 361356, 333627, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[326834, 392663, 373449, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[263687, 389954, 310302, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[220012, 160045, 266627, 206660]",1,1,"[69337, 9783, 474275, 219328]",309
"[328878, 21714, 375493, 68329]",1,1,"[69337, 9783, 474275, 219328]",309
"[133224, 194732, 179839, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[191828, 176586, 238443, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[97596, 228128, 144211, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[107860, 215221, 154475, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[35756, 23427, 82371, 70042]",0,0,"[8117, 9783, 474275, 219328]",617
"[148649, 412000, 195264, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[325395, 293279, 372010, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[120082, 164826, 166697, 211441]",1,1,"[69337, 9783, 474275, 219328]",309
"[87651, 320654, 134266, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[14401, 386698, 61016, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[218858, 143232, 265473, 189847]",1,1,"[69337, 9783, 474275, 219328]",309
"[138067, 18163, 184682, 64778]",1,1,"[69337, 9783, 474275, 219328]",309
"[29041, 329157, 75656, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[101304, 401285, 147919, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[245418, 320184, 292033, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[86260, 125634, 132875, 172249]",1,1,"[69337, 9783, 474275, 219328]",309
"[329549, 390214, 376164, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[180270, 163822, 226885, 210437]",1,1,"[69337, 9783, 474275, 219328]",309
"[351243, 213281, 397858, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[271192, 373357, 317807, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[413599, 49008, 460214, 95623]",1,1,"[69337, 9783, 474275, 219328]",309
"[277002, 257970, 323617, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[123508, 148631, 170123, 195246]",1,1,"[69337, 9783, 474275, 219328]",309
"[146430, 25709, 193045, 72324]",1,1,"[69337, 9783, 474275, 219328]",309
"[199915, 310364, 246530, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[164243, 424819, 210858, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[304505, 141921, 351120, 188536]",1,1,"[69337, 9783, 474275, 219328]",309
"[130483, 375563, 177098, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[169103, 182341, 215718, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[283156, 161371, 329771, 207986]",1,1,"[69337, 9783, 474275, 219328]",309
"[151740, 206210, 198355, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[262507, 66849, 309122, 113464]",1,1,"[69337, 9783, 474275, 219328]",309
"[375064, 48481, 421679, 95096]",1,1,"[69337, 9783, 474275, 219328]",309
"[226743, 111469, 273358, 158084]",1,1,"[69337, 9783, 474275, 219328]",309
"[348603, 100242, 395218, 146857]",1,1,"[69337, 9783, 474275, 219328]",309
"[367071, 363987, 413686, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[117595, 151870, 164210, 198485]",1,1,"[69337, 9783, 474275, 219328]",309
"[202894, 349280, 249509, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[282954, 240109, 329569, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[346857, 239307, 393472, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[376236, 332372, 422851, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[415855, 223142, 462470, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[118430, 414504, 165045, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[292245, 241203, 338860, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[187456, 57727, 234071, 104342]",1,1,"[69337, 9783, 474275, 219328]",309
"[394512, 121846, 441127, 168461]",1,1,"[69337, 9783, 474275, 219328]",309
"[330023, 258541, 376638, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[170580, 316229, 217195, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[403332, 63348, 449947, 109963]",1,1,"[69337, 9783, 474275, 219328]",309
"[19742, 24661, 66357, 71276]",1,1,"[8117, 9783, 69337, 219328]",308
"[45499, 364284, 92114, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[373038, 374768, 419653, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[419681, 130793, 466296, 177408]",1,1,"[69337, 9783, 474275, 219328]",309
"[298552, 229738, 345167, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[348758, 176270, 395373, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[271547, 57916, 318162, 104531]",1,1,"[69337, 9783, 474275, 219328]",309
"[55857, 261176, 102472, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[163079, 385898, 209694, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[267899, 252868, 314514, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[39403, 170398, 86018, 217013]",0,0,"[8117, 9783, 474275, 219328]",617
"[292400, 351847, 339015, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[296430, 256159, 343045, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[202624, 333614, 249239, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[256634, 74815, 303249, 121430]",1,1,"[69337, 9783, 474275, 219328]",309
"[356541, 291045, 403156, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[126872, 341556, 173487, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[34048, 243774, 80663, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[305201, 134162, 351816, 180777]",1,1,"[69337, 9783, 474275, 219328]",309
"[139181, 318900, 185796, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[126982, 363591, 173597, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[26262, 156769, 72877, 203384]",0,0,"[8117, 9783, 474275, 219328]",617
"[65645, 210534, 112260, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[184751, 226357, 231366, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[189283, 82861, 235898, 129476]",1,1,"[69337, 9783, 474275, 219328]",309
"[318241, 209331, 364856, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[247694, 75673, 294309, 122288]",1,1,"[69337, 9783, 474275, 219328]",309
"[225566, 91014, 272181, 137629]",1,1,"[69337, 9783, 474275, 219328]",309
"[129247, 28048, 175862, 74663]",1,1,"[69337, 9783, 474275, 219328]",309
"[204024, 249952, 250639, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[352973, 246119, 399588, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[67696, 366691, 114311, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[180780, 144181, 227395, 190796]",1,1,"[69337, 9783, 474275, 219328]",309
"[321394, 76223, 368009, 122838]",1,1,"[69337, 9783, 474275, 219328]",309
"[391902, 378448, 438517, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[164040, 27063, 210655, 73678]",1,1,"[69337, 9783, 474275, 219328]",309
"[110565, 282779, 157180, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[161409, 145152, 208024, 191767]",1,1,"[69337, 9783, 474275, 219328]",309
"[132807, 50632, 179422, 97247]",1,1,"[69337, 9783, 474275, 219328]",309
"[248634, 67527, 295249, 114142]",1,1,"[69337, 9783, 474275, 219328]",309
"[286846, 263474, 333461, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[400015, 176396, 446630, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[102596, 168463, 149211, 215078]",1,1,"[69337, 9783, 474275, 219328]",309
"[271990, 62718, 318605, 109333]",1,1,"[69337, 9783, 474275, 219328]",309
"[9887, 114767, 56502, 161382]",1,1,"[8117, 9783, 69337, 219328]",308
"[123924, 198442, 170539, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[290250, 102030, 336865, 148645]",1,1,"[69337, 9783, 474275, 219328]",309
"[203686, 182547, 250301, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[129364, 170634, 175979, 217249]",1,1,"[69337, 9783, 474275, 219328]",309
"[109821, 343891, 156436, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[277604, 406190, 324219, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[36793, 361519, 83408, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[206553, 142660, 253168, 189275]",1,1,"[69337, 9783, 474275, 219328]",309
"[159834, 211213, 206449, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[149352, 52285, 195967, 98900]",1,1,"[69337, 9783, 474275, 219328]",309
"[336509, 38336, 383124, 84951]",1,1,"[69337, 9783, 474275, 219328]",309
"[8333, 315186, 54948, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[77562, 127537, 124177, 174152]",1,1,"[69337, 9783, 474275, 219328]",309
"[301920, 9783, 348535, 55148]",1,1,"[69337, 9783, 474275, 219328]",309
"[290887, 387280, 337502, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[74971, 316443, 121586, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[335602, 159186, 382217, 205801]",1,1,"[69337, 9783, 474275, 219328]",309
"[355240, 98508, 401855, 145123]",1,1,"[69337, 9783, 474275, 219328]",309
"[92266, 314352, 138881, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[263120, 27793, 309735, 74408]",1,1,"[69337, 9783, 474275, 219328]",309
"[352168, 268613, 398783, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[320463, 171289, 367078, 217904]",1,1,"[69337, 9783, 474275, 219328]",309
"[298901, 133236, 345516, 179851]",1,1,"[69337, 9783, 474275, 219328]",309
"[363922, 383844, 410537, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[365088, 195582, 411703, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[70933, 118283, 117548, 164898]",1,1,"[69337, 9783, 474275, 219328]",309
"[123789, 88585, 170404, 135200]",1,1,"[69337, 9783, 474275, 219328]",309
"[89358, 154750, 135973, 201365]",1,1,"[69337, 9783, 474275, 219328]",309
"[278587, 258214, 325202, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[168581, 242420, 215196, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[162796, 109123, 209411, 155738]",1,1,"[69337, 9783, 474275, 219328]",309
"[188045, 116295, 234660, 162910]",1,1,"[69337, 9783, 474275, 219328]",309
"[78906, 250249, 125521, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[258846, 420381, 305461, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[93758, 276574, 140373, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[124806, 408035, 171421, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[233798, 212153, 280413, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[153414, 122372, 200029, 168987]",1,1,"[69337, 9783, 474275, 219328]",309
"[190679, 348216, 237294, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[169046, 250525, 215661, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[363850, 77532, 410465, 124147]",1,1,"[69337, 9783, 474275, 219328]",309
"[374849, 234866, 421464, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[205663, 243483, 252278, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[222506, 390019, 269121, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[118732, 330601, 165347, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[34812, 142086, 81427, 188701]",0,0,"[8117, 9783, 474275, 219328]",617
"[306516, 281839, 353131, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[398378, 34443, 444993, 81058]",1,1,"[69337, 9783, 474275, 219328]",309
"[353142, 260618, 399757, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[310417, 32777, 357032, 79392]",1,1,"[69337, 9783, 474275, 219328]",309
"[224403, 334189, 271018, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[321319, 99428, 367934, 146043]",1,1,"[69337, 9783, 474275, 219328]",309
"[22680, 16128, 69295, 62743]",1,1,"[8117, 9783, 69337, 219328]",308
"[321094, 140248, 367709, 186863]",1,1,"[69337, 9783, 474275, 219328]",309
"[100367, 44214, 146982, 90829]",1,1,"[69337, 9783, 474275, 219328]",309
"[24809, 151124, 71424, 197739]",0,0,"[8117, 9783, 474275, 219328]",617
"[182379, 19830, 228994, 66445]",1,1,"[69337, 9783, 474275, 219328]",309
"[379555, 165004, 426170, 211619]",1,1,"[69337, 9783, 474275, 219328]",309
"[213448, 61915, 260063, 108530]",1,1,"[69337, 9783, 474275, 219328]",309
"[206908, 221441, 253523, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[394610, 181507, 441225, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[401939, 115911, 448554, 162526]",1,1,"[69337, 9783, 474275, 219328]",309
"[371758, 418834, 418373, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[138522, 94208, 185137, 140823]",1,1,"[69337, 9783, 474275, 219328]",309
"[324056, 240593, 370671, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[209835, 172780, 256450, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[245044, 288557, 291659, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[394473, 85699, 441088, 132314]",1,1,"[69337, 9783, 474275, 219328]",309
"[306594, 59251, 353209, 105866]",1,1,"[69337, 9783, 474275, 219328]",309
"[393626, 416007, 440241, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[156211, 245421, 202826, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[333172, 68915, 379787, 115530]",1,1,"[69337, 9783, 474275, 219328]",309
"[79706, 420681, 126321, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[167342, 288465, 213957, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[138301, 350513, 184916, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[270409, 186875, 317024, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[411221, 364254, 457836, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[223242, 308319, 269857, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[183952, 411038, 230567, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[43565, 198579, 90180, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[266454, 15738, 313069, 62353]",1,1,"[69337, 9783, 474275, 219328]",309
"[66756, 85305, 113371, 131920]",1,1,"[42574, 9783, 114520, 219328]",308
"[79608, 356539, 126223, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[142322, 153085, 188937, 199700]",1,1,"[69337, 9783, 474275, 219328]",309
"[74747, 133619, 121362, 180234]",1,1,"[69337, 9783, 474275, 219328]",309
"[92982, 191179, 139597, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[186980, 366372, 233595, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[270939, 124359, 317554, 170974]",1,1,"[69337, 9783, 474275, 219328]",309
"[404113, 131246, 450728, 177861]",1,1,"[69337, 9783, 474275, 219328]",309
"[317450, 31927, 364065, 78542]",1,1,"[69337, 9783, 474275, 219328]",309
"[277860, 358324, 324475, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[110307, 293524, 156922, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[264334, 203633, 310949, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[99404, 215037, 146019, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[253893, 267946, 300508, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[114673, 242694, 161288, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[294548, 209602, 341163, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[376546, 166486, 423161, 213101]",1,1,"[69337, 9783, 474275, 219328]",309
"[127173, 71515, 173788, 118130]",1,1,"[69337, 9783, 474275, 219328]",309
"[278647, 389682, 325262, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[250708, 422976, 297323, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[225547, 333758, 272162, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[392102, 150924, 438717, 197539]",1,1,"[69337, 9783, 474275, 219328]",309
"[173832, 53194, 220447, 99809]",1,1,"[69337, 9783, 474275, 219328]",309
"[59278, 409558, 105893, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[87051, 345588, 133666, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[126878, 267634, 173493, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[287739, 102429, 334354, 149044]",1,1,"[69337, 9783, 474275, 219328]",309
"[38923, 249134, 85538, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[105409, 284051, 152024, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[399692, 260149, 446307, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[76001, 21741, 122616, 68356]",1,1,"[69337, 9783, 474275, 219328]",309
"[132916, 106035, 179531, 152650]",1,1,"[69337, 9783, 474275, 219328]",309
"[111397, 322837, 158012, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[24689, 186647, 71304, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[191374, 415212, 237989, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[260343, 170470, 306958, 217085]",1,1,"[69337, 9783, 474275, 219328]",309
"[421528, 180718, 468143, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[304312, 184240, 350927, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[177492, 52889, 224107, 99504]",1,1,"[69337, 9783, 474275, 219328]",309
"[166735, 341297, 213350, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[220441, 46845, 267056, 93460]",1,1,"[69337, 9783, 474275, 219328]",309
"[369786, 417290, 416401, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[265015, 332129, 311630, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[343628, 174927, 390243, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[316948, 191900, 363563, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[419893, 234222, 466508, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[57488, 399675, 104103, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[71211, 367904, 117826, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[16459, 88510, 63074, 135125]",1,1,"[8117, 9783, 69337, 219328]",308
"[287428, 304518, 334043, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[200493, 135014, 247108, 181629]",1,1,"[69337, 9783, 474275, 219328]",309
"[20935, 49613, 67550, 96228]",1,1,"[8117, 9783, 69337, 219328]",308
"[301559, 62207, 348174, 108822]",1,1,"[69337, 9783, 474275, 219328]",309
"[353273, 169180, 399888, 215795]",1,1,"[69337, 9783, 474275, 219328]",309
"[231500, 209478, 278115, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[160663, 176925, 207278, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[258317, 39244, 304932, 85859]",1,1,"[69337, 9783, 474275, 219328]",309
"[408524, 131720, 455139, 178335]",1,1,"[69337, 9783, 474275, 219328]",309
"[151332, 374714, 197947, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[181227, 225029, 227842, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[421536, 179292, 468151, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[37564, 51237, 84179, 97852]",0,0,"[8117, 9783, 474275, 219328]",617
"[48935, 28606, 95550, 75221]",1,1,"[42574, 9783, 114520, 219328]",308
"[172327, 306832, 218942, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[78673, 399050, 125288, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[35614, 166561, 82229, 213176]",0,0,"[8117, 9783, 474275, 219328]",617
"[318097, 413678, 364712, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[146706, 323115, 193321, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[426954, 389580, 473569, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[125027, 351513, 171642, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[278643, 427237, 325258, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[177080, 297931, 223695, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[120718, 116642, 167333, 163257]",1,1,"[69337, 9783, 474275, 219328]",309
"[80797, 331347, 127412, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[242818, 205770, 289433, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[380634, 89575, 427249, 136190]",1,1,"[69337, 9783, 474275, 219328]",309
"[50459, 146519, 97074, 193134]",1,1,"[42574, 9783, 114520, 219328]",308
"[398822, 388087, 445437, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[387711, 205007, 434326, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[180052, 364136, 226667, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[180736, 161759, 227351, 208374]",1,1,"[69337, 9783, 474275, 219328]",309
"[341615, 235887, 388230, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[181672, 347590, 228287, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[110273, 337972, 156888, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[17240, 424823, 63855, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[405457, 347271, 452072, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[230230, 84083, 276845, 130698]",1,1,"[69337, 9783, 474275, 219328]",309
"[173113, 46644, 219728, 93259]",1,1,"[69337, 9783, 474275, 219328]",309
"[77293, 129345, 123908, 175960]",1,1,"[69337, 9783, 474275, 219328]",309
"[285387, 75605, 332002, 122220]",1,1,"[69337, 9783, 474275, 219328]",309
"[261570, 171177, 308185, 217792]",1,1,"[69337, 9783, 474275, 219328]",309
"[314818, 32377, 361433, 78992]",1,1,"[69337, 9783, 474275, 219328]",309
"[241539, 383258, 288154, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[239454, 290825, 286069, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[85208, 349061, 131823, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[271196, 211507, 317811, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[53017, 327566, 99632, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[326530, 132777, 373145, 179392]",1,1,"[69337, 9783, 474275, 219328]",309
"[247917, 341537, 294532, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[226575, 294957, 273190, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[179665, 299910, 226280, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[125861, 31210, 172476, 77825]",1,1,"[69337, 9783, 474275, 219328]",309
"[19096, 152319, 65711, 198934]",1,1,"[8117, 9783, 69337, 219328]",308
"[329001, 218575, 375616, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[370806, 83870, 417421, 130485]",1,1,"[69337, 9783, 474275, 219328]",309
"[123049, 128497, 169664, 175112]",1,1,"[69337, 9783, 474275, 219328]",309
"[344620, 333075, 391235, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[225657, 320289, 272272, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[271827, 406584, 318442, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[99921, 84635, 146536, 131250]",1,1,"[69337, 9783, 474275, 219328]",309
"[357663, 34497, 404278, 81112]",1,1,"[69337, 9783, 474275, 219328]",309
"[396247, 134672, 442862, 181287]",1,1,"[69337, 9783, 474275, 219328]",309
"[59175, 315342, 105790, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[10240, 133100, 56855, 179715]",1,1,"[8117, 9783, 69337, 219328]",308
"[314733, 68510, 361348, 115125]",1,1,"[69337, 9783, 474275, 219328]",309
"[41453, 348422, 88068, 219328]",0,0,"[8117, 9783, 474275, 219328]",617
"[29799, 108788, 76414, 155403]",0,0,"[8117, 9783, 474275, 219328]",617
"[138000, 88789, 184615, 135404]",1,1,"[69337, 9783, 474275, 219328]",309
"[122025, 184390, 168640, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[221489, 284796, 268104, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[222203, 51100, 268818, 97715]",1,1,"[69337, 9783, 474275, 219328]",309
"[201678, 317096, 248293, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[54305, 173170, 100920, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[345705, 424550, 392320, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[211645, 72384, 258260, 118999]",1,1,"[69337, 9783, 474275, 219328]",309
"[275955, 178996, 322570, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[35420, 47347, 82035, 93962]",0,0,"[8117, 9783, 474275, 219328]",617
"[33606, 162266, 80221, 208881]",0,0,"[8117, 9783, 474275, 219328]",617
"[164214, 380810, 210829, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[27032, 97119, 73647, 143734]",0,0,"[8117, 9783, 474275, 219328]",617
"[64534, 203848, 111149, 219328]",1,1,"[42574, 9783, 114520, 219328]",308
"[193032, 157297, 239647, 203912]",1,1,"[69337, 9783, 474275, 219328]",309
"[98070, 246133, 144685, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[352386, 231461, 399001, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[403603, 107503, 450218, 154118]",1,1,"[69337, 9783, 474275, 219328]",309
"[349090, 394355, 395705, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[135976, 57137, 182591, 103752]",1,1,"[69337, 9783, 474275, 219328]",309
"[72430, 225788, 119045, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[91496, 269184, 138111, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[317379, 278794, 363994, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[246027, 290832, 292642, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[372257, 283348, 418872, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[101619, 408102, 148234, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[8129, 382828, 54744, 219328]",1,1,"[8117, 9783, 69337, 219328]",308
"[57298, 17259, 103913, 63874]",1,1,"[42574, 9783, 114520, 219328]",308
"[260266, 88714, 306881, 135329]",1,1,"[69337, 9783, 474275, 219328]",309
"[116607, 180220, 163222, 219328]",1,1,"[69337, 9783, 474275, 219328]",309
"[307334, 34835, 353949, 81450]",1,1,"[69337, 9783, 474275, 219328]",309
