Split Node: 0 = 7, Level: 0, BBOX: [(0, 15), (0, 15)]
Split Node: 1 = 10, Level: 7, BBOX: [[9, 9], [10, 11]]
[(9, 10)]
[(9, 11)]
Split Node: 1 = 9, Level: 5, BBOX: [[10, 11], [8, 11]]
Split Node: 0 = 10, Level: 6, BBOX: [[10, 11], [8, 9]]
Split Node: 1 = 8, Level: 7, BBOX: [[10, 10], [8, 9]]
[(10, 8)]
[(10, 9)]
Split Node: 1 = 8, Level: 7, BBOX: [[11, 11], [8, 9]]
[(11, 8)]
[(11, 9)]
Split Node: 0 = 10, Level: 6, BBOX: [[10, 11], [10, 11]]
Split Node: 1 = 10, Level: 7, BBOX: [[10, 10], [10, 11]]
[(10, 10)]
[(10, 11)]
Split Node: 1 = 10, Level: 7, BBOX: [[11, 11], [10, 11]]
[(11, 10)]
[(11, 11)]
Split Node: 0 = 9, Level: 4, BBOX: [[8, 11], [12, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[8, 9], [12, 15]]
Split Node: 0 = 8, Level: 6, BBOX: [[8, 9], [12, 13]]
Split Node: 1 = 12, Level: 7, BBOX: [[8, 8], [12, 13]]
[(8, 12)]
[(8, 13)]
Split Node: 1 = 12, Level: 7, BBOX: [[9, 9], [12, 13]]
[(9, 12)]
[(9, 13)]
Split Node: 0 = 8, Level: 6, BBOX: [[8, 9], [14, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[8, 8], [14, 15]]
[(8, 14)]
[(8, 15)]
Split Node: 1 = 14, Level: 7, BBOX: [[9, 9], [14, 15]]
[(9, 14)]
[(9, 15)]
Split Node: 1 = 13, Level: 5, BBOX: [[10, 11], [12, 15]]
Split Node: 0 = 10, Level: 6, BBOX: [[10, 11], [12, 13]]
Split Node: 1 = 12, Level: 7, BBOX: [[10, 10], [12, 13]]
[(10, 12)]
[(10, 13)]
Split Node: 1 = 12, Level: 7, BBOX: [[11, 11], [12, 13]]
[(11, 12)]
[(11, 13)]
Split Node: 0 = 10, Level: 6, BBOX: [[10, 11], [14, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[10, 10], [14, 15]]
[(10, 14)]
[(10, 15)]
Split Node: 1 = 14, Level: 7, BBOX: [[11, 11], [14, 15]]
[(11, 14)]
[(11, 15)]
Split Node: 1 = 11, Level: 3, BBOX: [[12, 15], [8, 15]]
Split Node: 0 = 13, Level: 4, BBOX: [[12, 15], [8, 11]]
Split Node: 1 = 9, Level: 5, BBOX: [[12, 13], [8, 11]]
Split Node: 0 = 12, Level: 6, BBOX: [[12, 13], [8, 9]]
Split Node: 1 = 8, Level: 7, BBOX: [[12, 12], [8, 9]]
[(12, 8)]
[(12, 9)]
Split Node: 1 = 8, Level: 7, BBOX: [[13, 13], [8, 9]]
[(13, 8)]
[(13, 9)]
Split Node: 0 = 12, Level: 6, BBOX: [[12, 13], [10, 11]]
Split Node: 1 = 10, Level: 7, BBOX: [[12, 12], [10, 11]]
[(12, 10)]
[(12, 11)]
Split Node: 1 = 10, Level: 7, BBOX: [[13, 13], [10, 11]]
[(13, 10)]
[(13, 11)]
Split Node: 1 = 9, Level: 5, BBOX: [[14, 15], [8, 11]]
Split Node: 0 = 14, Level: 6, BBOX: [[14, 15], [8, 9]]
Split Node: 1 = 8, Level: 7, BBOX: [[14, 14], [8, 9]]
[(14, 8)]
[(14, 9)]
Split Node: 1 = 8, Level: 7, BBOX: [[15, 15], [8, 9]]
[(15, 8)]
[(15, 9)]
Split Node: 0 = 14, Level: 6, BBOX: [[14, 15], [10, 11]]
Split Node: 1 = 10, Level: 7, BBOX: [[14, 14], [10, 11]]
[(14, 10)]
[(14, 11)]
Split Node: 1 = 10, Level: 7, BBOX: [[15, 15], [10, 11]]
[(15, 10)]
[(15, 11)]
Split Node: 0 = 13, Level: 4, BBOX: [[12, 15], [12, 15]]
Split Node: 1 = 13, Level: 5, BBOX: [[12, 13], [12, 15]]
Split Node: 0 = 12, Level: 6, BBOX: [[12, 13], [12, 13]]
Split Node: 1 = 12, Level: 7, BBOX: [[12, 12], [12, 13]]
[(12, 12)]
[(12, 13)]
Split Node: 1 = 12, Level: 7, BBOX: [[13, 13], [12, 13]]
[(13, 12)]
[(13, 13)]
Split Node: 0 = 12, Level: 6, BBOX: [[12, 13], [14, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[12, 12], [14, 15]]
[(12, 14)]
[(12, 15)]
Split Node: 1 = 14, Level: 7, BBOX: [[13, 13], [14, 15]]
[(13, 14)]
[(13, 15)]
Split Node: 1 = 13, Level: 5, BBOX: [[14, 15], [12, 15]]
Split Node: 0 = 14, Level: 6, BBOX: [[14, 15], [12, 13]]
Split Node: 1 = 12, Level: 7, BBOX: [[14, 14], [12, 13]]
[(14, 12)]
[(14, 13)]
Split Node: 1 = 12, Level: 7, BBOX: [[15, 15], [12, 13]]
[(15, 12)]
[(15, 13)]
Split Node: 0 = 14, Level: 6, BBOX: [[14, 15], [14, 15]]
Split Node: 1 = 14, Level: 7, BBOX: [[14, 14], [14, 15]]
[(14, 14)]
[(14, 15)]
Split Node: 1 = 14, Level: 7, BBOX: [[15, 15], [14, 15]]
[(15, 14)]
[(15, 15)]
