SRC_random Query: Medium,Depth,BBoxes,Data Size
"[51, 14, 63, 26]",3,"[48, 0, 64, 32]",512
"[31, 48, 43, 60]",2,"[16, 32, 48, 64]",1024
"[4, 2, 16, 14]",4,"[0, 0, 16, 16]",256
"[4, 34, 16, 46]",4,"[0, 32, 16, 48]",256
"[1, 0, 13, 12]",4,"[0, 0, 16, 16]",256
"[34, 20, 46, 32]",4,"[32, 16, 48, 32]",256
"[42, 4, 54, 16]",4,"[40, 0, 56, 16]",256
"[23, 2, 35, 14]",2,"[16, 0, 48, 32]",1024
"[13, 30, 25, 42]",2,"[0, 16, 32, 48]",1024
"[35, 4, 47, 16]",4,"[32, 0, 48, 16]",256
"[37, 12, 49, 24]",2,"[32, 0, 64, 32]",1024
"[50, 47, 62, 59]",3,"[48, 32, 64, 64]",512
"[48, 19, 60, 31]",4,"[48, 16, 64, 32]",256
"[19, 1, 31, 13]",4,"[16, 0, 32, 16]",256
"[14, 31, 26, 43]",2,"[0, 16, 32, 48]",1024
"[40, 11, 52, 23]",4,"[40, 8, 56, 24]",256
"[48, 15, 60, 27]",3,"[48, 0, 64, 32]",512
"[22, 40, 34, 52]",2,"[16, 32, 48, 64]",1024
"[3, 3, 15, 15]",4,"[0, 0, 16, 16]",256
"[41, 28, 53, 40]",4,"[40, 24, 56, 40]",256
"[20, 34, 32, 46]",4,"[16, 32, 32, 48]",256
"[24, 2, 36, 14]",4,"[24, 0, 40, 16]",256
"[2, 33, 14, 45]",4,"[0, 32, 16, 48]",256
"[1, 11, 13, 23]",4,"[0, 8, 16, 24]",256
"[35, 4, 47, 16]",4,"[32, 0, 48, 16]",256
"[15, 31, 27, 43]",2,"[0, 16, 32, 48]",1024
"[43, 50, 55, 62]",4,"[40, 48, 56, 64]",256
"[35, 35, 47, 47]",4,"[32, 32, 48, 48]",256
"[32, 15, 44, 27]",3,"[32, 0, 48, 32]",512
"[3, 14, 15, 26]",3,"[0, 0, 16, 32]",512
"[28, 0, 40, 12]",4,"[24, 0, 40, 16]",256
"[8, 48, 20, 60]",4,"[8, 48, 24, 64]",256
"[2, 10, 14, 22]",4,"[0, 8, 16, 24]",256
"[28, 15, 40, 27]",3,"[24, 0, 40, 32]",512
"[30, 6, 42, 18]",2,"[16, 0, 48, 32]",1024
"[42, 45, 54, 57]",3,"[40, 32, 56, 64]",512
"[46, 20, 58, 32]",2,"[32, 0, 64, 32]",1024
"[43, 34, 55, 46]",4,"[40, 32, 56, 48]",256
"[27, 41, 39, 53]",4,"[24, 40, 40, 56]",256
"[36, 28, 48, 40]",4,"[32, 24, 48, 40]",256
"[48, 36, 60, 48]",4,"[48, 32, 64, 48]",256
"[15, 15, 27, 27]",2,"[0, 0, 32, 32]",1024
"[4, 17, 16, 29]",4,"[0, 16, 16, 32]",256
"[46, 24, 58, 36]",2,"[32, 16, 64, 48]",1024
"[30, 25, 42, 37]",2,"[16, 16, 48, 48]",1024
"[42, 11, 54, 23]",4,"[40, 8, 56, 24]",256
"[18, 45, 30, 57]",3,"[16, 32, 32, 64]",512
"[18, 38, 30, 50]",3,"[16, 32, 32, 64]",512
"[16, 0, 28, 12]",4,"[16, 0, 32, 16]",256
"[13, 52, 25, 64]",2,"[0, 32, 32, 64]",1024
"[14, 14, 26, 26]",2,"[0, 0, 32, 32]",1024
"[29, 0, 41, 12]",2,"[16, 0, 48, 32]",1024
"[5, 25, 17, 37]",2,"[0, 16, 32, 48]",1024
"[20, 4, 32, 16]",4,"[16, 0, 32, 16]",256
"[31, 0, 43, 12]",2,"[16, 0, 48, 32]",1024
"[45, 23, 57, 35]",2,"[32, 16, 64, 48]",1024
"[28, 42, 40, 54]",4,"[24, 40, 40, 56]",256
"[31, 3, 43, 15]",2,"[16, 0, 48, 32]",1024
"[17, 36, 29, 48]",4,"[16, 32, 32, 48]",256
"[43, 17, 55, 29]",4,"[40, 16, 56, 32]",256
"[12, 11, 24, 23]",4,"[8, 8, 24, 24]",256
"[38, 35, 50, 47]",2,"[32, 16, 64, 48]",1024
"[16, 16, 28, 28]",4,"[16, 16, 32, 32]",256
"[32, 5, 44, 17]",3,"[32, 0, 48, 32]",512
"[50, 51, 62, 63]",4,"[48, 48, 64, 64]",256
"[6, 26, 18, 38]",2,"[0, 16, 32, 48]",1024
"[24, 33, 36, 45]",4,"[24, 32, 40, 48]",256
"[4, 49, 16, 61]",4,"[0, 48, 16, 64]",256
"[22, 41, 34, 53]",2,"[16, 32, 48, 64]",1024
"[39, 16, 51, 28]",2,"[32, 0, 64, 32]",1024
"[16, 27, 28, 39]",4,"[16, 24, 32, 40]",256
"[28, 28, 40, 40]",4,"[24, 24, 40, 40]",256
"[26, 26, 38, 38]",4,"[24, 24, 40, 40]",256
"[45, 26, 57, 38]",2,"[32, 16, 64, 48]",1024
"[16, 50, 28, 62]",4,"[16, 48, 32, 64]",256
"[6, 9, 18, 21]",2,"[0, 0, 32, 32]",1024
"[48, 34, 60, 46]",4,"[48, 32, 64, 48]",256
"[33, 35, 45, 47]",4,"[32, 32, 48, 48]",256
"[39, 37, 51, 49]",2,"[32, 32, 64, 64]",1024
"[26, 51, 38, 63]",4,"[24, 48, 40, 64]",256
"[45, 1, 57, 13]",2,"[32, 0, 64, 32]",1024
"[20, 11, 32, 23]",4,"[16, 8, 32, 24]",256
"[25, 46, 37, 58]",3,"[24, 32, 40, 64]",512
"[44, 33, 56, 45]",4,"[40, 32, 56, 48]",256
"[45, 19, 57, 31]",2,"[32, 16, 64, 48]",1024
"[2, 44, 14, 56]",4,"[0, 40, 16, 56]",256
"[52, 49, 64, 61]",4,"[48, 48, 64, 64]",256
"[20, 43, 32, 55]",4,"[16, 40, 32, 56]",256
"[47, 0, 59, 12]",2,"[32, 0, 64, 32]",1024
"[1, 0, 13, 12]",4,"[0, 0, 16, 16]",256
"[15, 23, 27, 35]",2,"[0, 16, 32, 48]",1024
"[12, 4, 24, 16]",4,"[8, 0, 24, 16]",256
"[13, 2, 25, 14]",2,"[0, 0, 32, 32]",1024
"[13, 41, 25, 53]",2,"[0, 32, 32, 64]",1024
"[38, 37, 50, 49]",2,"[32, 32, 64, 64]",1024
"[11, 22, 23, 34]",3,"[8, 16, 24, 48]",512
"[35, 34, 47, 46]",4,"[32, 32, 48, 48]",256
"[17, 26, 29, 38]",4,"[16, 24, 32, 40]",256
"[51, 6, 63, 18]",3,"[48, 0, 64, 32]",512
"[44, 31, 56, 43]",3,"[40, 16, 56, 48]",512
"[44, 9, 56, 21]",4,"[40, 8, 56, 24]",256
"[27, 38, 39, 50]",3,"[24, 32, 40, 64]",512
"[0, 22, 12, 34]",3,"[0, 16, 16, 48]",512
"[11, 37, 23, 49]",3,"[8, 32, 24, 64]",512
"[30, 21, 42, 33]",2,"[16, 16, 48, 48]",1024
"[0, 0, 12, 12]",4,"[0, 0, 16, 16]",256
"[17, 13, 29, 25]",3,"[16, 0, 32, 32]",512
"[33, 36, 45, 48]",4,"[32, 32, 48, 48]",256
"[35, 48, 47, 60]",4,"[32, 48, 48, 64]",256
"[11, 45, 23, 57]",3,"[8, 32, 24, 64]",512
"[25, 38, 37, 50]",3,"[24, 32, 40, 64]",512
"[30, 36, 42, 48]",2,"[16, 16, 48, 48]",1024
"[31, 12, 43, 24]",2,"[16, 0, 48, 32]",1024
"[14, 23, 26, 35]",2,"[0, 16, 32, 48]",1024
"[30, 37, 42, 49]",2,"[16, 32, 48, 64]",1024
"[23, 34, 35, 46]",2,"[16, 16, 48, 48]",1024
"[27, 33, 39, 45]",4,"[24, 32, 40, 48]",256
"[18, 27, 30, 39]",4,"[16, 24, 32, 40]",256
"[16, 18, 28, 30]",4,"[16, 16, 32, 32]",256
"[31, 38, 43, 50]",2,"[16, 32, 48, 64]",1024
"[6, 47, 18, 59]",2,"[0, 32, 32, 64]",1024
"[44, 3, 56, 15]",4,"[40, 0, 56, 16]",256
"[0, 48, 12, 60]",4,"[0, 48, 16, 64]",256
"[17, 24, 29, 36]",4,"[16, 24, 32, 40]",256
"[33, 41, 45, 53]",4,"[32, 40, 48, 56]",256
"[41, 25, 53, 37]",4,"[40, 24, 56, 40]",256
"[12, 41, 24, 53]",4,"[8, 40, 24, 56]",256
"[45, 3, 57, 15]",2,"[32, 0, 64, 32]",1024
"[24, 36, 36, 48]",4,"[24, 32, 40, 48]",256
"[33, 42, 45, 54]",4,"[32, 40, 48, 56]",256
"[1, 43, 13, 55]",4,"[0, 40, 16, 56]",256
"[43, 20, 55, 32]",4,"[40, 16, 56, 32]",256
"[31, 52, 43, 64]",2,"[16, 32, 48, 64]",1024
"[15, 23, 27, 35]",2,"[0, 16, 32, 48]",1024
"[34, 21, 46, 33]",3,"[32, 16, 48, 48]",512
"[41, 37, 53, 49]",3,"[40, 32, 56, 64]",512
"[39, 3, 51, 15]",2,"[32, 0, 64, 32]",1024
"[45, 2, 57, 14]",2,"[32, 0, 64, 32]",1024
"[14, 28, 26, 40]",2,"[0, 16, 32, 48]",1024
"[26, 31, 38, 43]",3,"[24, 16, 40, 48]",512
"[46, 17, 58, 29]",2,"[32, 16, 64, 48]",1024
"[18, 38, 30, 50]",3,"[16, 32, 32, 64]",512
"[5, 1, 17, 13]",2,"[0, 0, 32, 32]",1024
"[16, 5, 28, 17]",3,"[16, 0, 32, 32]",512
"[6, 15, 18, 27]",2,"[0, 0, 32, 32]",1024
"[34, 47, 46, 59]",3,"[32, 32, 48, 64]",512
"[36, 20, 48, 32]",4,"[32, 16, 48, 32]",256
"[14, 10, 26, 22]",2,"[0, 0, 32, 32]",1024
"[31, 50, 43, 62]",2,"[16, 32, 48, 64]",1024
"[26, 49, 38, 61]",4,"[24, 48, 40, 64]",256
"[7, 22, 19, 34]",2,"[0, 16, 32, 48]",1024
"[52, 51, 64, 63]",4,"[48, 48, 64, 64]",256
"[3, 5, 15, 17]",3,"[0, 0, 16, 32]",512
"[9, 7, 21, 19]",3,"[8, 0, 24, 32]",512
"[51, 6, 63, 18]",3,"[48, 0, 64, 32]",512
"[50, 24, 62, 36]",4,"[48, 24, 64, 40]",256
"[31, 24, 43, 36]",2,"[16, 16, 48, 48]",1024
"[11, 20, 23, 32]",4,"[8, 16, 24, 32]",256
"[31, 1, 43, 13]",2,"[16, 0, 48, 32]",1024
"[34, 49, 46, 61]",4,"[32, 48, 48, 64]",256
"[45, 12, 57, 24]",2,"[32, 0, 64, 32]",1024
"[19, 21, 31, 33]",3,"[16, 16, 32, 48]",512
"[43, 37, 55, 49]",3,"[40, 32, 56, 64]",512
"[52, 41, 64, 53]",4,"[48, 40, 64, 56]",256
"[15, 10, 27, 22]",2,"[0, 0, 32, 32]",1024
"[24, 32, 36, 44]",4,"[24, 32, 40, 48]",256
"[37, 18, 49, 30]",2,"[32, 0, 64, 32]",1024
"[17, 6, 29, 18]",3,"[16, 0, 32, 32]",512
"[24, 33, 36, 45]",4,"[24, 32, 40, 48]",256
"[48, 41, 60, 53]",4,"[48, 40, 64, 56]",256
"[22, 5, 34, 17]",2,"[16, 0, 48, 32]",1024
"[46, 16, 58, 28]",2,"[32, 0, 64, 32]",1024
"[23, 13, 35, 25]",2,"[16, 0, 48, 32]",1024
"[37, 43, 49, 55]",2,"[32, 32, 64, 64]",1024
"[27, 43, 39, 55]",4,"[24, 40, 40, 56]",256
"[48, 22, 60, 34]",3,"[48, 16, 64, 48]",512
"[5, 0, 17, 12]",2,"[0, 0, 32, 32]",1024
"[40, 30, 52, 42]",3,"[40, 16, 56, 48]",512
"[44, 47, 56, 59]",3,"[40, 32, 56, 64]",512
"[1, 15, 13, 27]",3,"[0, 0, 16, 32]",512
"[4, 41, 16, 53]",4,"[0, 40, 16, 56]",256
"[18, 43, 30, 55]",4,"[16, 40, 32, 56]",256
"[7, 36, 19, 48]",2,"[0, 32, 32, 64]",1024
"[16, 27, 28, 39]",4,"[16, 24, 32, 40]",256
"[3, 16, 15, 28]",4,"[0, 16, 16, 32]",256
"[52, 48, 64, 60]",4,"[48, 48, 64, 64]",256
"[6, 44, 18, 56]",2,"[0, 32, 32, 64]",1024
"[45, 36, 57, 48]",2,"[32, 32, 64, 64]",1024
"[24, 13, 36, 25]",3,"[24, 0, 40, 32]",512
"[34, 23, 46, 35]",3,"[32, 16, 48, 48]",512
"[13, 9, 25, 21]",2,"[0, 0, 32, 32]",1024
"[29, 4, 41, 16]",2,"[16, 0, 48, 32]",1024
"[34, 24, 46, 36]",4,"[32, 24, 48, 40]",256
"[47, 50, 59, 62]",2,"[32, 32, 64, 64]",1024
"[7, 32, 19, 44]",2,"[0, 16, 32, 48]",1024
"[11, 33, 23, 45]",4,"[8, 32, 24, 48]",256
"[7, 28, 19, 40]",2,"[0, 16, 32, 48]",1024
"[13, 11, 25, 23]",2,"[0, 0, 32, 32]",1024
"[46, 47, 58, 59]",2,"[32, 32, 64, 64]",1024
"[20, 47, 32, 59]",3,"[16, 32, 32, 64]",512
"[10, 38, 22, 50]",3,"[8, 32, 24, 64]",512
"[0, 44, 12, 56]",4,"[0, 40, 16, 56]",256
"[45, 19, 57, 31]",2,"[32, 0, 64, 32]",1024
"[27, 26, 39, 38]",4,"[24, 24, 40, 40]",256
"[2, 12, 14, 24]",4,"[0, 8, 16, 24]",256
"[35, 4, 47, 16]",4,"[32, 0, 48, 16]",256
"[51, 31, 63, 43]",3,"[48, 16, 64, 48]",512
"[11, 52, 23, 64]",4,"[8, 48, 24, 64]",256
"[47, 14, 59, 26]",2,"[32, 0, 64, 32]",1024
"[29, 50, 41, 62]",2,"[16, 32, 48, 64]",1024
"[51, 44, 63, 56]",4,"[48, 40, 64, 56]",256
"[46, 29, 58, 41]",2,"[32, 16, 64, 48]",1024
"[0, 25, 12, 37]",4,"[0, 24, 16, 40]",256
"[7, 16, 19, 28]",2,"[0, 16, 32, 48]",1024
"[13, 37, 25, 49]",2,"[0, 32, 32, 64]",1024
"[24, 12, 36, 24]",4,"[24, 8, 40, 24]",256
"[5, 6, 17, 18]",2,"[0, 0, 32, 32]",1024
"[7, 25, 19, 37]",2,"[0, 16, 32, 48]",1024
"[47, 46, 59, 58]",2,"[32, 32, 64, 64]",1024
"[46, 13, 58, 25]",2,"[32, 0, 64, 32]",1024
"[19, 0, 31, 12]",4,"[16, 0, 32, 16]",256
"[7, 23, 19, 35]",2,"[0, 16, 32, 48]",1024
"[51, 33, 63, 45]",4,"[48, 32, 64, 48]",256
"[14, 36, 26, 48]",2,"[0, 32, 32, 64]",1024
"[1, 24, 13, 36]",4,"[0, 24, 16, 40]",256
"[2, 8, 14, 20]",4,"[0, 8, 16, 24]",256
"[6, 8, 18, 20]",2,"[0, 0, 32, 32]",1024
"[44, 4, 56, 16]",4,"[40, 0, 56, 16]",256
"[28, 23, 40, 35]",3,"[24, 16, 40, 48]",512
"[13, 39, 25, 51]",2,"[0, 32, 32, 64]",1024
"[10, 44, 22, 56]",4,"[8, 40, 24, 56]",256
"[45, 43, 57, 55]",2,"[32, 32, 64, 64]",1024
"[17, 52, 29, 64]",4,"[16, 48, 32, 64]",256
"[5, 41, 17, 53]",2,"[0, 32, 32, 64]",1024
"[43, 26, 55, 38]",4,"[40, 24, 56, 40]",256
"[20, 45, 32, 57]",3,"[16, 32, 32, 64]",512
"[18, 41, 30, 53]",4,"[16, 40, 32, 56]",256
"[20, 36, 32, 48]",4,"[16, 32, 32, 48]",256
"[35, 48, 47, 60]",4,"[32, 48, 48, 64]",256
"[7, 43, 19, 55]",2,"[0, 32, 32, 64]",1024
"[15, 12, 27, 24]",2,"[0, 0, 32, 32]",1024
"[25, 26, 37, 38]",4,"[24, 24, 40, 40]",256
"[9, 38, 21, 50]",3,"[8, 32, 24, 64]",512
"[4, 47, 16, 59]",3,"[0, 32, 16, 64]",512
"[15, 14, 27, 26]",2,"[0, 0, 32, 32]",1024
"[18, 45, 30, 57]",3,"[16, 32, 32, 64]",512
"[47, 27, 59, 39]",2,"[32, 16, 64, 48]",1024
"[18, 26, 30, 38]",4,"[16, 24, 32, 40]",256
"[3, 50, 15, 62]",4,"[0, 48, 16, 64]",256
"[40, 3, 52, 15]",4,"[40, 0, 56, 16]",256
"[25, 25, 37, 37]",4,"[24, 24, 40, 40]",256
"[17, 51, 29, 63]",4,"[16, 48, 32, 64]",256
"[1, 51, 13, 63]",4,"[0, 48, 16, 64]",256
"[25, 6, 37, 18]",3,"[24, 0, 40, 32]",512
"[0, 7, 12, 19]",3,"[0, 0, 16, 32]",512
"[36, 1, 48, 13]",4,"[32, 0, 48, 16]",256
"[18, 2, 30, 14]",4,"[16, 0, 32, 16]",256
"[1, 24, 13, 36]",4,"[0, 24, 16, 40]",256
"[35, 39, 47, 51]",3,"[32, 32, 48, 64]",512
"[35, 48, 47, 60]",4,"[32, 48, 48, 64]",256
"[9, 31, 21, 43]",3,"[8, 16, 24, 48]",512
"[6, 50, 18, 62]",2,"[0, 32, 32, 64]",1024
"[5, 36, 17, 48]",2,"[0, 16, 32, 48]",1024
"[3, 26, 15, 38]",4,"[0, 24, 16, 40]",256
"[13, 15, 25, 27]",2,"[0, 0, 32, 32]",1024
"[15, 52, 27, 64]",2,"[0, 32, 32, 64]",1024
"[50, 0, 62, 12]",4,"[48, 0, 64, 16]",256
"[4, 6, 16, 18]",3,"[0, 0, 16, 32]",512
"[42, 47, 54, 59]",3,"[40, 32, 56, 64]",512
"[13, 49, 25, 61]",2,"[0, 32, 32, 64]",1024
"[41, 50, 53, 62]",4,"[40, 48, 56, 64]",256
"[50, 13, 62, 25]",3,"[48, 0, 64, 32]",512
"[28, 23, 40, 35]",3,"[24, 16, 40, 48]",512
"[34, 21, 46, 33]",3,"[32, 16, 48, 48]",512
"[45, 22, 57, 34]",2,"[32, 16, 64, 48]",1024
"[46, 42, 58, 54]",2,"[32, 32, 64, 64]",1024
"[45, 39, 57, 51]",2,"[32, 32, 64, 64]",1024
"[0, 27, 12, 39]",4,"[0, 24, 16, 40]",256
"[24, 24, 36, 36]",4,"[24, 24, 40, 40]",256
"[37, 30, 49, 42]",2,"[32, 16, 64, 48]",1024
"[26, 20, 38, 32]",4,"[24, 16, 40, 32]",256
"[52, 9, 64, 21]",4,"[48, 8, 64, 24]",256
"[0, 13, 12, 25]",3,"[0, 0, 16, 32]",512
"[51, 13, 63, 25]",3,"[48, 0, 64, 32]",512
"[25, 25, 37, 37]",4,"[24, 24, 40, 40]",256
"[8, 47, 20, 59]",3,"[8, 32, 24, 64]",512
"[49, 31, 61, 43]",3,"[48, 16, 64, 48]",512
"[49, 17, 61, 29]",4,"[48, 16, 64, 32]",256
"[42, 41, 54, 53]",4,"[40, 40, 56, 56]",256
"[35, 34, 47, 46]",4,"[32, 32, 48, 48]",256
"[50, 2, 62, 14]",4,"[48, 0, 64, 16]",256
"[26, 51, 38, 63]",4,"[24, 48, 40, 64]",256
"[20, 12, 32, 24]",4,"[16, 8, 32, 24]",256
"[1, 26, 13, 38]",4,"[0, 24, 16, 40]",256
"[20, 11, 32, 23]",4,"[16, 8, 32, 24]",256
"[7, 41, 19, 53]",2,"[0, 32, 32, 64]",1024
"[15, 47, 27, 59]",2,"[0, 32, 32, 64]",1024
"[20, 25, 32, 37]",4,"[16, 24, 32, 40]",256
"[43, 20, 55, 32]",4,"[40, 16, 56, 32]",256
"[20, 11, 32, 23]",4,"[16, 8, 32, 24]",256
"[12, 49, 24, 61]",4,"[8, 48, 24, 64]",256
"[37, 15, 49, 27]",2,"[32, 0, 64, 32]",1024
"[52, 24, 64, 36]",4,"[48, 24, 64, 40]",256
"[6, 24, 18, 36]",2,"[0, 16, 32, 48]",1024
"[49, 51, 61, 63]",4,"[48, 48, 64, 64]",256
"[37, 35, 49, 47]",2,"[32, 32, 64, 64]",1024
"[40, 38, 52, 50]",3,"[40, 32, 56, 64]",512
"[15, 47, 27, 59]",2,"[0, 32, 32, 64]",1024
"[48, 19, 60, 31]",4,"[48, 16, 64, 32]",256
"[0, 51, 12, 63]",4,"[0, 48, 16, 64]",256
"[11, 37, 23, 49]",3,"[8, 32, 24, 64]",512
"[19, 23, 31, 35]",3,"[16, 16, 32, 48]",512
"[20, 32, 32, 44]",4,"[16, 32, 32, 48]",256
"[21, 37, 33, 49]",2,"[16, 32, 48, 64]",1024
"[26, 47, 38, 59]",3,"[24, 32, 40, 64]",512
"[28, 11, 40, 23]",4,"[24, 8, 40, 24]",256
"[22, 5, 34, 17]",2,"[16, 0, 48, 32]",1024
"[15, 23, 27, 35]",2,"[0, 16, 32, 48]",1024
"[43, 23, 55, 35]",3,"[40, 16, 56, 48]",512
"[12, 50, 24, 62]",4,"[8, 48, 24, 64]",256
"[2, 20, 14, 32]",4,"[0, 16, 16, 32]",256
"[32, 44, 44, 56]",4,"[32, 40, 48, 56]",256
"[40, 6, 52, 18]",3,"[40, 0, 56, 32]",512
"[23, 16, 35, 28]",2,"[16, 0, 48, 32]",1024
"[36, 40, 48, 52]",4,"[32, 40, 48, 56]",256
"[1, 5, 13, 17]",3,"[0, 0, 16, 32]",512
"[17, 8, 29, 20]",4,"[16, 8, 32, 24]",256
"[28, 17, 40, 29]",4,"[24, 16, 40, 32]",256
"[18, 4, 30, 16]",4,"[16, 0, 32, 16]",256
"[34, 4, 46, 16]",4,"[32, 0, 48, 16]",256
"[38, 8, 50, 20]",2,"[32, 0, 64, 32]",1024
"[37, 7, 49, 19]",2,"[32, 0, 64, 32]",1024
"[4, 34, 16, 46]",4,"[0, 32, 16, 48]",256
"[15, 38, 27, 50]",2,"[0, 32, 32, 64]",1024
"[3, 8, 15, 20]",4,"[0, 8, 16, 24]",256
"[35, 21, 47, 33]",3,"[32, 16, 48, 48]",512
"[44, 6, 56, 18]",3,"[40, 0, 56, 32]",512
"[4, 50, 16, 62]",4,"[0, 48, 16, 64]",256
"[8, 48, 20, 60]",4,"[8, 48, 24, 64]",256
"[36, 52, 48, 64]",4,"[32, 48, 48, 64]",256
"[11, 49, 23, 61]",4,"[8, 48, 24, 64]",256
"[22, 8, 34, 20]",2,"[16, 0, 48, 32]",1024
"[16, 33, 28, 45]",4,"[16, 32, 32, 48]",256
"[30, 41, 42, 53]",2,"[16, 32, 48, 64]",1024
"[45, 17, 57, 29]",2,"[32, 16, 64, 48]",1024
"[15, 44, 27, 56]",2,"[0, 32, 32, 64]",1024
"[34, 48, 46, 60]",4,"[32, 48, 48, 64]",256
"[0, 18, 12, 30]",4,"[0, 16, 16, 32]",256
"[13, 22, 25, 34]",2,"[0, 16, 32, 48]",1024
"[12, 24, 24, 36]",4,"[8, 24, 24, 40]",256
"[31, 20, 43, 32]",2,"[16, 16, 48, 48]",1024
"[16, 0, 28, 12]",4,"[16, 0, 32, 16]",256
"[38, 50, 50, 62]",2,"[32, 32, 64, 64]",1024
"[9, 16, 21, 28]",4,"[8, 16, 24, 32]",256
"[14, 19, 26, 31]",2,"[0, 0, 32, 32]",1024
"[19, 8, 31, 20]",4,"[16, 8, 32, 24]",256
"[15, 20, 27, 32]",2,"[0, 0, 32, 32]",1024
"[9, 35, 21, 47]",4,"[8, 32, 24, 48]",256
"[5, 6, 17, 18]",2,"[0, 0, 32, 32]",1024
"[31, 21, 43, 33]",2,"[16, 16, 48, 48]",1024
"[52, 39, 64, 51]",3,"[48, 32, 64, 64]",512
"[5, 51, 17, 63]",2,"[0, 32, 32, 64]",1024
"[14, 42, 26, 54]",2,"[0, 32, 32, 64]",1024
"[43, 18, 55, 30]",4,"[40, 16, 56, 32]",256
"[10, 2, 22, 14]",4,"[8, 0, 24, 16]",256
"[17, 0, 29, 12]",4,"[16, 0, 32, 16]",256
"[1, 5, 13, 17]",3,"[0, 0, 16, 32]",512
"[19, 16, 31, 28]",4,"[16, 16, 32, 32]",256
"[42, 20, 54, 32]",4,"[40, 16, 56, 32]",256
"[27, 26, 39, 38]",4,"[24, 24, 40, 40]",256
"[8, 41, 20, 53]",4,"[8, 40, 24, 56]",256
"[42, 39, 54, 51]",3,"[40, 32, 56, 64]",512
"[44, 33, 56, 45]",4,"[40, 32, 56, 48]",256
"[41, 7, 53, 19]",3,"[40, 0, 56, 32]",512
"[38, 26, 50, 38]",2,"[32, 16, 64, 48]",1024
"[28, 22, 40, 34]",3,"[24, 16, 40, 48]",512
"[19, 36, 31, 48]",4,"[16, 32, 32, 48]",256
"[30, 6, 42, 18]",2,"[16, 0, 48, 32]",1024
"[28, 44, 40, 56]",4,"[24, 40, 40, 56]",256
"[27, 7, 39, 19]",3,"[24, 0, 40, 32]",512
"[27, 6, 39, 18]",3,"[24, 0, 40, 32]",512
"[19, 28, 31, 40]",4,"[16, 24, 32, 40]",256
"[16, 10, 28, 22]",4,"[16, 8, 32, 24]",256
"[25, 38, 37, 50]",3,"[24, 32, 40, 64]",512
"[8, 36, 20, 48]",4,"[8, 32, 24, 48]",256
"[26, 12, 38, 24]",4,"[24, 8, 40, 24]",256
"[8, 10, 20, 22]",4,"[8, 8, 24, 24]",256
"[33, 5, 45, 17]",3,"[32, 0, 48, 32]",512
"[14, 12, 26, 24]",2,"[0, 0, 32, 32]",1024
"[23, 19, 35, 31]",2,"[16, 16, 48, 48]",1024
"[50, 18, 62, 30]",4,"[48, 16, 64, 32]",256
"[50, 29, 62, 41]",3,"[48, 16, 64, 48]",512
"[31, 32, 43, 44]",2,"[16, 32, 48, 64]",1024
"[38, 2, 50, 14]",2,"[32, 0, 64, 32]",1024
"[21, 17, 33, 29]",2,"[16, 0, 48, 32]",1024
"[18, 27, 30, 39]",4,"[16, 24, 32, 40]",256
"[45, 35, 57, 47]",2,"[32, 32, 64, 64]",1024
"[31, 37, 43, 49]",2,"[16, 32, 48, 64]",1024
"[1, 18, 13, 30]",4,"[0, 16, 16, 32]",256
"[27, 1, 39, 13]",4,"[24, 0, 40, 16]",256
"[12, 46, 24, 58]",3,"[8, 32, 24, 64]",512
"[44, 5, 56, 17]",3,"[40, 0, 56, 32]",512
"[15, 18, 27, 30]",2,"[0, 0, 32, 32]",1024
"[41, 32, 53, 44]",4,"[40, 32, 56, 48]",256
"[41, 14, 53, 26]",3,"[40, 0, 56, 32]",512
"[1, 26, 13, 38]",4,"[0, 24, 16, 40]",256
"[5, 37, 17, 49]",2,"[0, 32, 32, 64]",1024
"[33, 14, 45, 26]",3,"[32, 0, 48, 32]",512
"[5, 16, 17, 28]",2,"[0, 0, 32, 32]",1024
"[42, 6, 54, 18]",3,"[40, 0, 56, 32]",512
"[37, 24, 49, 36]",2,"[32, 16, 64, 48]",1024
"[42, 45, 54, 57]",3,"[40, 32, 56, 64]",512
"[24, 7, 36, 19]",3,"[24, 0, 40, 32]",512
"[28, 5, 40, 17]",3,"[24, 0, 40, 32]",512
"[0, 17, 12, 29]",4,"[0, 16, 16, 32]",256
"[50, 51, 62, 63]",4,"[48, 48, 64, 64]",256
"[10, 22, 22, 34]",3,"[8, 16, 24, 48]",512
"[31, 15, 43, 27]",2,"[16, 0, 48, 32]",1024
"[13, 18, 25, 30]",2,"[0, 16, 32, 48]",1024
"[22, 12, 34, 24]",2,"[16, 0, 48, 32]",1024
"[49, 9, 61, 21]",4,"[48, 8, 64, 24]",256
"[9, 41, 21, 53]",4,"[8, 40, 24, 56]",256
"[31, 13, 43, 25]",2,"[16, 0, 48, 32]",1024
"[31, 11, 43, 23]",2,"[16, 0, 48, 32]",1024
"[9, 20, 21, 32]",4,"[8, 16, 24, 32]",256
"[17, 43, 29, 55]",4,"[16, 40, 32, 56]",256
"[0, 9, 12, 21]",4,"[0, 8, 16, 24]",256
"[16, 52, 28, 64]",4,"[16, 48, 32, 64]",256
"[40, 4, 52, 16]",4,"[40, 0, 56, 16]",256
"[40, 28, 52, 40]",4,"[40, 24, 56, 40]",256
"[32, 34, 44, 46]",4,"[32, 32, 48, 48]",256
"[15, 27, 27, 39]",2,"[0, 16, 32, 48]",1024
