SRC_random Query: Large,Depth,BBoxes,Data Size
"[24, 22, 43, 41]",2,"[16, 16, 48, 48]",1024
"[38, 37, 57, 56]",2,"[32, 32, 64, 64]",1024
"[8, 40, 27, 59]",2,"[0, 32, 32, 64]",1024
"[31, 6, 50, 25]",0,"[0, 0, 64, 64]",4096
"[39, 1, 58, 20]",2,"[32, 0, 64, 32]",1024
"[33, 38, 52, 57]",2,"[32, 32, 64, 64]",1024
"[22, 31, 41, 50]",1,"[16, 0, 48, 64]",2048
"[29, 19, 48, 38]",2,"[16, 16, 48, 48]",1024
"[0, 14, 19, 33]",1,"[0, 0, 32, 64]",2048
"[35, 41, 54, 60]",2,"[32, 32, 64, 64]",1024
"[10, 42, 29, 61]",2,"[0, 32, 32, 64]",1024
"[31, 30, 50, 49]",0,"[0, 0, 64, 64]",4096
"[34, 20, 53, 39]",2,"[32, 16, 64, 48]",1024
"[45, 5, 64, 24]",2,"[32, 0, 64, 32]",1024
"[16, 8, 35, 27]",2,"[16, 0, 48, 32]",1024
"[38, 25, 57, 44]",2,"[32, 16, 64, 48]",1024
"[45, 12, 64, 31]",2,"[32, 0, 64, 32]",1024
"[20, 18, 39, 37]",2,"[16, 16, 48, 48]",1024
"[24, 3, 43, 22]",2,"[16, 0, 48, 32]",1024
"[13, 2, 32, 21]",2,"[0, 0, 32, 32]",1024
"[20, 15, 39, 34]",1,"[16, 0, 48, 64]",2048
"[21, 28, 40, 47]",2,"[16, 16, 48, 48]",1024
"[42, 42, 61, 61]",2,"[32, 32, 64, 64]",1024
"[42, 14, 61, 33]",1,"[32, 0, 64, 64]",2048
"[16, 22, 35, 41]",2,"[16, 16, 48, 48]",1024
"[42, 10, 61, 29]",2,"[32, 0, 64, 32]",1024
"[19, 1, 38, 20]",2,"[16, 0, 48, 32]",1024
"[22, 36, 41, 55]",2,"[16, 32, 48, 64]",1024
"[34, 3, 53, 22]",2,"[32, 0, 64, 32]",1024
"[40, 9, 59, 28]",2,"[32, 0, 64, 32]",1024
"[22, 1, 41, 20]",2,"[16, 0, 48, 32]",1024
"[31, 40, 50, 59]",0,"[0, 0, 64, 64]",4096
"[3, 1, 22, 20]",2,"[0, 0, 32, 32]",1024
"[15, 2, 34, 21]",0,"[0, 0, 64, 64]",4096
"[0, 14, 19, 33]",1,"[0, 0, 32, 64]",2048
"[41, 20, 60, 39]",2,"[32, 16, 64, 48]",1024
"[4, 3, 23, 22]",2,"[0, 0, 32, 32]",1024
"[22, 42, 41, 61]",2,"[16, 32, 48, 64]",1024
"[27, 8, 46, 27]",2,"[16, 0, 48, 32]",1024
"[13, 28, 32, 47]",2,"[0, 16, 32, 48]",1024
"[27, 9, 46, 28]",2,"[16, 0, 48, 32]",1024
"[22, 19, 41, 38]",2,"[16, 16, 48, 48]",1024
"[11, 41, 30, 60]",2,"[0, 32, 32, 64]",1024
"[21, 26, 40, 45]",2,"[16, 16, 48, 48]",1024
"[24, 0, 43, 19]",2,"[16, 0, 48, 32]",1024
"[26, 16, 45, 35]",2,"[16, 16, 48, 48]",1024
"[34, 34, 53, 53]",2,"[32, 32, 64, 64]",1024
"[43, 45, 62, 64]",2,"[32, 32, 64, 64]",1024
"[29, 2, 48, 21]",2,"[16, 0, 48, 32]",1024
"[36, 7, 55, 26]",2,"[32, 0, 64, 32]",1024
"[26, 24, 45, 43]",2,"[16, 16, 48, 48]",1024
"[10, 0, 29, 19]",2,"[0, 0, 32, 32]",1024
"[32, 8, 51, 27]",2,"[32, 0, 64, 32]",1024
"[39, 42, 58, 61]",2,"[32, 32, 64, 64]",1024
"[32, 44, 51, 63]",2,"[32, 32, 64, 64]",1024
"[9, 5, 28, 24]",2,"[0, 0, 32, 32]",1024
"[21, 15, 40, 34]",1,"[16, 0, 48, 64]",2048
"[11, 15, 30, 34]",1,"[0, 0, 32, 64]",2048
"[1, 10, 20, 29]",2,"[0, 0, 32, 32]",1024
"[43, 35, 62, 54]",2,"[32, 32, 64, 64]",1024
"[10, 45, 29, 64]",2,"[0, 32, 32, 64]",1024
"[5, 27, 24, 46]",2,"[0, 16, 32, 48]",1024
"[38, 6, 57, 25]",2,"[32, 0, 64, 32]",1024
"[39, 40, 58, 59]",2,"[32, 32, 64, 64]",1024
"[29, 45, 48, 64]",2,"[16, 32, 48, 64]",1024
"[9, 39, 28, 58]",2,"[0, 32, 32, 64]",1024
"[38, 2, 57, 21]",2,"[32, 0, 64, 32]",1024
"[16, 21, 35, 40]",2,"[16, 16, 48, 48]",1024
"[24, 1, 43, 20]",2,"[16, 0, 48, 32]",1024
"[40, 2, 59, 21]",2,"[32, 0, 64, 32]",1024
"[31, 5, 50, 24]",0,"[0, 0, 64, 64]",4096
"[22, 18, 41, 37]",2,"[16, 16, 48, 48]",1024
"[42, 9, 61, 28]",2,"[32, 0, 64, 32]",1024
"[29, 15, 48, 34]",1,"[16, 0, 48, 64]",2048
"[32, 22, 51, 41]",2,"[32, 16, 64, 48]",1024
"[10, 25, 29, 44]",2,"[0, 16, 32, 48]",1024
"[21, 17, 40, 36]",2,"[16, 16, 48, 48]",1024
"[31, 25, 50, 44]",0,"[0, 0, 64, 64]",4096
"[0, 19, 19, 38]",2,"[0, 16, 32, 48]",1024
"[33, 18, 52, 37]",2,"[32, 16, 64, 48]",1024
"[35, 30, 54, 49]",1,"[32, 0, 64, 64]",2048
"[2, 34, 21, 53]",2,"[0, 32, 32, 64]",1024
"[36, 35, 55, 54]",2,"[32, 32, 64, 64]",1024
"[16, 43, 35, 62]",2,"[16, 32, 48, 64]",1024
"[2, 29, 21, 48]",2,"[0, 16, 32, 48]",1024
"[25, 7, 44, 26]",2,"[16, 0, 48, 32]",1024
"[25, 22, 44, 41]",2,"[16, 16, 48, 48]",1024
"[31, 3, 50, 22]",0,"[0, 0, 64, 64]",4096
"[1, 17, 20, 36]",2,"[0, 16, 32, 48]",1024
"[2, 16, 21, 35]",2,"[0, 16, 32, 48]",1024
"[43, 43, 62, 62]",2,"[32, 32, 64, 64]",1024
"[37, 44, 56, 63]",2,"[32, 32, 64, 64]",1024
"[18, 43, 37, 62]",2,"[16, 32, 48, 64]",1024
"[13, 33, 32, 52]",2,"[0, 32, 32, 64]",1024
"[33, 21, 52, 40]",2,"[32, 16, 64, 48]",1024
"[24, 16, 43, 35]",2,"[16, 16, 48, 48]",1024
"[13, 7, 32, 26]",2,"[0, 0, 32, 32]",1024
"[36, 21, 55, 40]",2,"[32, 16, 64, 48]",1024
"[15, 37, 34, 56]",0,"[0, 0, 64, 64]",4096
"[43, 34, 62, 53]",2,"[32, 32, 64, 64]",1024
"[43, 22, 62, 41]",2,"[32, 16, 64, 48]",1024
"[10, 9, 29, 28]",2,"[0, 0, 32, 32]",1024
"[21, 0, 40, 19]",2,"[16, 0, 48, 32]",1024
"[37, 3, 56, 22]",2,"[32, 0, 64, 32]",1024
"[36, 9, 55, 28]",2,"[32, 0, 64, 32]",1024
"[22, 23, 41, 42]",2,"[16, 16, 48, 48]",1024
"[18, 40, 37, 59]",2,"[16, 32, 48, 64]",1024
"[18, 20, 37, 39]",2,"[16, 16, 48, 48]",1024
"[31, 25, 50, 44]",0,"[0, 0, 64, 64]",4096
"[38, 27, 57, 46]",2,"[32, 16, 64, 48]",1024
"[10, 0, 29, 19]",2,"[0, 0, 32, 32]",1024
"[9, 36, 28, 55]",2,"[0, 32, 32, 64]",1024
"[2, 28, 21, 47]",2,"[0, 16, 32, 48]",1024
"[8, 21, 27, 40]",2,"[0, 16, 32, 48]",1024
"[0, 30, 19, 49]",1,"[0, 0, 32, 64]",2048
"[42, 42, 61, 61]",2,"[32, 32, 64, 64]",1024
"[16, 39, 35, 58]",2,"[16, 32, 48, 64]",1024
"[12, 4, 31, 23]",2,"[0, 0, 32, 32]",1024
"[35, 27, 54, 46]",2,"[32, 16, 64, 48]",1024
"[17, 11, 36, 30]",2,"[16, 0, 48, 32]",1024
"[33, 10, 52, 29]",2,"[32, 0, 64, 32]",1024
"[4, 42, 23, 61]",2,"[0, 32, 32, 64]",1024
"[40, 10, 59, 29]",2,"[32, 0, 64, 32]",1024
"[37, 7, 56, 26]",2,"[32, 0, 64, 32]",1024
"[32, 40, 51, 59]",2,"[32, 32, 64, 64]",1024
"[34, 38, 53, 57]",2,"[32, 32, 64, 64]",1024
"[24, 27, 43, 46]",2,"[16, 16, 48, 48]",1024
"[17, 19, 36, 38]",2,"[16, 16, 48, 48]",1024
"[18, 0, 37, 19]",2,"[16, 0, 48, 32]",1024
"[27, 45, 46, 64]",2,"[16, 32, 48, 64]",1024
"[17, 16, 36, 35]",2,"[16, 16, 48, 48]",1024
"[34, 33, 53, 52]",2,"[32, 32, 64, 64]",1024
"[35, 20, 54, 39]",2,"[32, 16, 64, 48]",1024
"[21, 12, 40, 31]",2,"[16, 0, 48, 32]",1024
"[45, 27, 64, 46]",2,"[32, 16, 64, 48]",1024
"[9, 0, 28, 19]",2,"[0, 0, 32, 32]",1024
"[32, 9, 51, 28]",2,"[32, 0, 64, 32]",1024
"[42, 44, 61, 63]",2,"[32, 32, 64, 64]",1024
"[36, 24, 55, 43]",2,"[32, 16, 64, 48]",1024
"[23, 29, 42, 48]",2,"[16, 16, 48, 48]",1024
"[2, 35, 21, 54]",2,"[0, 32, 32, 64]",1024
"[26, 40, 45, 59]",2,"[16, 32, 48, 64]",1024
"[39, 14, 58, 33]",1,"[32, 0, 64, 64]",2048
"[1, 23, 20, 42]",2,"[0, 16, 32, 48]",1024
"[33, 10, 52, 29]",2,"[32, 0, 64, 32]",1024
"[43, 12, 62, 31]",2,"[32, 0, 64, 32]",1024
"[40, 22, 59, 41]",2,"[32, 16, 64, 48]",1024
"[40, 44, 59, 63]",2,"[32, 32, 64, 64]",1024
"[31, 1, 50, 20]",0,"[0, 0, 64, 64]",4096
"[15, 36, 34, 55]",0,"[0, 0, 64, 64]",4096
"[15, 17, 34, 36]",0,"[0, 0, 64, 64]",4096
"[11, 26, 30, 45]",2,"[0, 16, 32, 48]",1024
"[4, 36, 23, 55]",2,"[0, 32, 32, 64]",1024
"[28, 15, 47, 34]",1,"[16, 0, 48, 64]",2048
"[45, 28, 64, 47]",2,"[32, 16, 64, 48]",1024
"[32, 45, 51, 64]",2,"[32, 32, 64, 64]",1024
