SRC_exhaustive Query: Small,Depth,BBoxes,Data Size
"[32, 22, 38, 28]",6,"[32, 20, 40, 28]",64
"[10, 47, 16, 53]",5,"[8, 40, 16, 56]",128
"[48, 25, 54, 31]",6,"[48, 24, 56, 32]",64
"[21, 17, 27, 23]",6,"[20, 16, 28, 24]",64
"[51, 31, 57, 37]",4,"[48, 24, 64, 40]",256
"[25, 0, 31, 6]",6,"[24, 0, 32, 8]",64
"[19, 33, 25, 39]",4,"[16, 24, 32, 40]",256
"[57, 18, 63, 24]",6,"[56, 16, 64, 24]",64
"[35, 30, 41, 36]",4,"[32, 24, 48, 40]",256
"[2, 49, 8, 55]",6,"[0, 48, 8, 56]",64
"[34, 36, 40, 42]",6,"[32, 36, 40, 44]",64
"[35, 16, 41, 22]",4,"[32, 8, 48, 24]",256
"[43, 2, 49, 8]",4,"[40, 0, 56, 16]",256
"[29, 25, 35, 31]",6,"[28, 24, 36, 32]",64
"[46, 7, 52, 13]",5,"[44, 0, 52, 16]",128
"[25, 22, 31, 28]",6,"[24, 20, 32, 28]",64
"[31, 3, 37, 9]",4,"[24, 0, 40, 16]",256
"[1, 17, 7, 23]",6,"[0, 16, 8, 24]",64
"[47, 2, 53, 8]",4,"[40, 0, 56, 16]",256
"[16, 43, 22, 49]",5,"[16, 40, 24, 56]",128
"[43, 37, 49, 43]",4,"[40, 32, 56, 48]",256
"[44, 49, 50, 55]",6,"[44, 48, 52, 56]",64
"[18, 43, 24, 49]",5,"[16, 40, 24, 56]",128
"[48, 13, 54, 19]",6,"[48, 12, 56, 20]",64
"[48, 33, 54, 39]",6,"[48, 32, 56, 40]",64
"[33, 21, 39, 27]",6,"[32, 20, 40, 28]",64
"[24, 53, 30, 59]",6,"[24, 52, 32, 60]",64
"[16, 13, 22, 19]",6,"[16, 12, 24, 20]",64
"[7, 36, 13, 42]",4,"[0, 32, 16, 48]",256
"[21, 51, 27, 57]",5,"[20, 48, 28, 64]",128
"[15, 37, 21, 43]",4,"[8, 32, 24, 48]",256
"[43, 46, 49, 52]",4,"[40, 40, 56, 56]",256
"[34, 43, 40, 49]",5,"[32, 40, 40, 56]",128
"[56, 22, 62, 28]",6,"[56, 20, 64, 28]",64
"[10, 58, 16, 64]",6,"[8, 56, 16, 64]",64
"[55, 57, 61, 63]",4,"[48, 48, 64, 64]",256
"[9, 21, 15, 27]",6,"[8, 20, 16, 28]",64
"[54, 47, 60, 53]",5,"[52, 40, 60, 56]",128
"[52, 0, 58, 6]",6,"[52, 0, 60, 8]",64
"[37, 52, 43, 58]",6,"[36, 52, 44, 60]",64
"[3, 36, 9, 42]",4,"[0, 32, 16, 48]",256
"[9, 22, 15, 28]",6,"[8, 20, 16, 28]",64
"[23, 18, 29, 24]",4,"[16, 8, 32, 24]",256
"[40, 18, 46, 24]",6,"[40, 16, 48, 24]",64
"[20, 31, 26, 37]",5,"[20, 24, 28, 40]",128
"[50, 25, 56, 31]",6,"[48, 24, 56, 32]",64
"[38, 27, 44, 33]",5,"[36, 24, 44, 40]",128
"[10, 0, 16, 6]",6,"[8, 0, 16, 8]",64
"[50, 9, 56, 15]",6,"[48, 8, 56, 16]",64
"[36, 2, 42, 8]",6,"[36, 0, 44, 8]",64
"[28, 8, 34, 14]",6,"[28, 8, 36, 16]",64
"[21, 0, 27, 6]",6,"[20, 0, 28, 8]",64
"[46, 30, 52, 36]",6,"[44, 28, 52, 36]",64
"[58, 42, 64, 48]",6,"[56, 40, 64, 48]",64
"[52, 42, 58, 48]",6,"[52, 40, 60, 48]",64
"[49, 16, 55, 22]",6,"[48, 16, 56, 24]",64
"[47, 39, 53, 45]",4,"[40, 32, 56, 48]",256
"[12, 4, 18, 10]",6,"[12, 4, 20, 12]",64
"[35, 27, 41, 33]",4,"[32, 24, 48, 40]",256
"[17, 53, 23, 59]",6,"[16, 52, 24, 60]",64
"[11, 33, 17, 39]",4,"[8, 24, 24, 40]",256
"[10, 4, 16, 10]",6,"[8, 4, 16, 12]",64
"[42, 40, 48, 46]",6,"[40, 40, 48, 48]",64
"[10, 37, 16, 43]",6,"[8, 36, 16, 44]",64
"[7, 32, 13, 38]",4,"[0, 24, 16, 40]",256
"[40, 50, 46, 56]",6,"[40, 48, 48, 56]",64
"[34, 38, 40, 44]",6,"[32, 36, 40, 44]",64
"[24, 48, 30, 54]",6,"[24, 48, 32, 56]",64
"[27, 17, 33, 23]",4,"[24, 8, 40, 24]",256
"[19, 18, 25, 24]",4,"[16, 8, 32, 24]",256
"[0, 27, 6, 33]",5,"[0, 24, 8, 40]",128
"[49, 52, 55, 58]",6,"[48, 52, 56, 60]",64
"[45, 17, 51, 23]",6,"[44, 16, 52, 24]",64
"[16, 34, 22, 40]",6,"[16, 32, 24, 40]",64
"[33, 35, 39, 41]",5,"[32, 32, 40, 48]",128
"[20, 21, 26, 27]",6,"[20, 20, 28, 28]",64
"[12, 45, 18, 51]",6,"[12, 44, 20, 52]",64
"[50, 27, 56, 33]",5,"[48, 24, 56, 40]",128
"[50, 9, 56, 15]",6,"[48, 8, 56, 16]",64
"[54, 0, 60, 6]",6,"[52, 0, 60, 8]",64
"[48, 32, 54, 38]",6,"[48, 32, 56, 40]",64
"[9, 50, 15, 56]",6,"[8, 48, 16, 56]",64
"[42, 44, 48, 50]",6,"[40, 44, 48, 52]",64
"[50, 36, 56, 42]",6,"[48, 36, 56, 44]",64
"[24, 23, 30, 29]",5,"[24, 16, 32, 32]",128
"[29, 2, 35, 8]",6,"[28, 0, 36, 8]",64
"[35, 58, 41, 64]",4,"[32, 48, 48, 64]",256
"[26, 40, 32, 46]",6,"[24, 40, 32, 48]",64
"[39, 51, 45, 57]",4,"[32, 48, 48, 64]",256
"[51, 48, 57, 54]",4,"[48, 40, 64, 56]",256
"[14, 57, 20, 63]",6,"[12, 56, 20, 64]",64
"[1, 23, 7, 29]",5,"[0, 16, 8, 32]",128
"[33, 10, 39, 16]",6,"[32, 8, 40, 16]",64
"[43, 12, 49, 18]",4,"[40, 8, 56, 24]",256
"[40, 22, 46, 28]",6,"[40, 20, 48, 28]",64
"[40, 44, 46, 50]",6,"[40, 44, 48, 52]",64
"[31, 1, 37, 7]",4,"[24, 0, 40, 16]",256
"[46, 47, 52, 53]",5,"[44, 40, 52, 56]",128
"[15, 36, 21, 42]",4,"[8, 32, 24, 48]",256
"[57, 15, 63, 21]",5,"[56, 8, 64, 24]",128
"[17, 11, 23, 17]",5,"[16, 8, 24, 24]",128
"[48, 26, 54, 32]",6,"[48, 24, 56, 32]",64
"[4, 36, 10, 42]",6,"[4, 36, 12, 44]",64
"[28, 15, 34, 21]",5,"[28, 8, 36, 24]",128
"[47, 45, 53, 51]",4,"[40, 40, 56, 56]",256
"[28, 55, 34, 61]",5,"[28, 48, 36, 64]",128
"[32, 57, 38, 63]",6,"[32, 56, 40, 64]",64
"[51, 51, 57, 57]",4,"[48, 48, 64, 64]",256
"[45, 6, 51, 12]",6,"[44, 4, 52, 12]",64
"[12, 10, 18, 16]",6,"[12, 8, 20, 16]",64
"[28, 4, 34, 10]",6,"[28, 4, 36, 12]",64
"[27, 40, 33, 46]",4,"[24, 32, 40, 48]",256
"[25, 17, 31, 23]",6,"[24, 16, 32, 24]",64
"[16, 27, 22, 33]",5,"[16, 24, 24, 40]",128
"[56, 48, 62, 54]",6,"[56, 48, 64, 56]",64
"[49, 22, 55, 28]",6,"[48, 20, 56, 28]",64
"[39, 20, 45, 26]",4,"[32, 16, 48, 32]",256
"[5, 19, 11, 25]",5,"[4, 16, 12, 32]",128
"[1, 31, 7, 37]",5,"[0, 24, 8, 40]",128
"[0, 48, 6, 54]",6,"[0, 48, 8, 56]",64
"[16, 12, 22, 18]",6,"[16, 12, 24, 20]",64
"[48, 25, 54, 31]",6,"[48, 24, 56, 32]",64
"[24, 27, 30, 33]",5,"[24, 24, 32, 40]",128
"[49, 40, 55, 46]",6,"[48, 40, 56, 48]",64
"[40, 43, 46, 49]",5,"[40, 40, 48, 56]",128
"[24, 44, 30, 50]",6,"[24, 44, 32, 52]",64
"[56, 52, 62, 58]",6,"[56, 52, 64, 60]",64
"[2, 37, 8, 43]",6,"[0, 36, 8, 44]",64
"[29, 22, 35, 28]",6,"[28, 20, 36, 28]",64
